CODE,DATE,LAI 1,LAI 2,LAI 3,LAI 4,PLT. CHLRO 1,PLT. CHLOR 2,PLT CHLOR 3,PLT. CHLOR 4,PLT. CHLOR 5,District,Lattitde,Longitude,Farm size,Expected yield,Phynology Data,COMMENTS
7034FUU,19/10/2021,,,,,,,,,,Salaga N,,,1,600,Tasseling/Anthesis,Field has been intercropped with sorghum
7033FUU,19/10/2021,2.24,0.788,2.46,1.99,34.35,28.65,17.9,28.45,7.7,Salaga N,9.21888,-0.59834,1,600,Tasseling/Anthesis,
7022FUU,19/10/2021,0.58,0.931,1.08,1.45,52.55,40.4,36.8,35,36.4,Salaga N,9.26453,-0.61591,2,500,Tasseling/Anthesis,
3030TIN,19/10/2021,1.88,1.31,0.599,1.5,9.7,5.45,8.7,12.15,11.6,Nanton,9.57115,-0.69643,5,800,Physiological maturity,Field is dried and ready for harvesting
3014TIN,19/10/2021,1.14,0.77,0.712,1.27,10.2,14.6,9.95,19.3,6.65,Nanton,9.57074,-0.69806,2,400,cobbing,Field is dried and ready for harvesting
3028TIN,19/10/2021,1.51,1.41,1.55,1.49,7.45,6.8,28.7,24.4,41.2,Nanton,9.56887,-0.69897,2,500,cobbing,Field is dried and ready for harvesting
3075TAM,19/10/2021,0.411,0.943,1.52,0.924,7.1,23.05,11.65,9.45,11.4,Nanton,9.59514,-0.6634,1,700,Physiological maturity,Field is dried and ready for harvesting
3074TAM,19/10/2021,0.505,0.345,0.949,0.973,18.4,15.35,12.05,18.85,12.2,Nanton,9.58927,-0.6617,6,400,cobbing,Field is dried and ready for harvesting
3080TAM,19/10/2021,0.766,0.552,0.914,0.768,9,8.8,13.75,7.7,8.8,Nanton,9.58207,-0.67153,2,600,Physiological maturity,Field is dried and ready for harvesting
5032TUG,20/10/2021,0.975,1.29,1.3,1.07,20.2,28.75,13.7,16.05,12.6,Tamale,9.36713,-0.62363,1,400,Grain filling,
5036TUG,20/10/2021,1.15,0.882,1.76,1.22,28.9,35.5,38.05,25.95,39.25,Tamale,9.36714,-0.62363,4,500,Physiological maturity,
5037TUG,20/10/2021,1.46,0.97,2.45,1.34,26.45,22.05,18.1,33.65,36.4,Tamale,9.37572,-0.60469,2,700,Physiological maturity,
5034TUG,20/10/2021,0.94,1.07,0.916,0.8,11.4,5,11.8,11.55,8,Tamale,9.38492,-0.59441,2,400,Physiological maturity,
5033TUG,20/10/2021,0.701,1.73,0.826,0.687,22.25,35.15,38.45,19.4,33.25,Tamale,9.38566,-0.59371,2,500,Physiological maturity,
5011LAB,20/10/2021,1.8,1.44,1.12,0.733,39.45,15.8,14.4,19.5,19.6,Tamale,9.43031,-0.59513,3,1000,Physiological maturity,
5012LAB,20/10/2021,1.25,0.823,1.72,0.503,19.05,14.35,18,18.75,21.65,Tamale,9.42625,-0.59964,3,600,Grain filling,
5014LAB,20/10/2021,0.495,0.474,0.232,0.169,33.9,28.95,30.9,19.2,45.05,Tamale,9.42672,-0.59772,2,500,Grain filling,
5002LAB,20/10/2021,0.892,1.02,1.04,0.418,15,126.8,6.85,23.95,13.1,Tamale,9.42403,-0.59613,5,400,Grain filling,
2053KPA,20/10/2021,0.694,0.574,0.338,1.09,29.35,40.7,24.2,27.95,34.65,Mion,9.40619,-0.51421,1,500,Physiological maturity,
2050KPA,20/10/2021,1.81,0.718,1.59,1.64,11.1,22.1,36.15,23.5,14.95,Mion,9.40378,-0.51562,1,500,Physiological maturity,
2048KPA,20/10/2021,,,,,,,,,,Mion,,,2,600,Tasseling/anthesis,Field has been destroyed by livestock so data for this week was not taken 
5016ZOR,20/10/2021,1.57,1.08,0.972,1.39,20.95,37.15,28.9,36.7,25.35,Tamale,9.37954,-0.67105,1,500,Grain filling,
5017ZOR,20/10/2021,1.17,0.768,1.23,1.25,30.75,22.25,47.25,27.9,30.85,Tamale,9.37925,-0.67317,1.5,500,Grain filling,
5057PAG,20/10/2021,1.76,1.2,0.964,1.1,10.7,21.85,29.75,34.6,36.95,Tamale,9.37758,-0.70848,1,800,Physiological maturity,
7058CHE,21/10/2021,1.15,0.644,0.947,0.998,21.45,15.25,28.6,13.85,31.3,Mion,9.3452,-0.4773,5,600,Physiological Maturity,
7059CHE,21/10/2021,1.03,0.473,0.249,0.499,17.1,19.6,24,14.45,26.7,Mion,9.34617,-0.43769,105,1000,Physiological Maturity,
7061CHE,21/10/2021,1.07,0.867,1.96,1.78,29.5,26.9,26.15,23.75,27.55,Mion,9.3555,-0.43689,4,1500,Grain filling,
7062CHE,21/10/2021,0.756,0.55,0.655,1.92,31.6,15.35,24.6,28.55,20.9,Mion,9.3572,-0.43756,2,700,Grain filling,
7036SAN,21/10/2021,1.11,1.45,0.379,0.878,15.7,34.75,43.5,33.55,22.35,Mion,9.42024,-0.23413,2,500,Physiological Maturity,
2002ALH,21/10/2021,0.998,0.879,1.34,1.41,38.8,48.05,37.75,37.45,18.85,Mion,9.64778,-0.25213,3,800,Physiological Maturity,
7015ALH,21/10/2021,0.911,0.96,1.39,0.403,49.3,16.15,39.25,36.45,45.75,Mion,9.64564,-0.25194,1,500,Grain filling,
7016ALH,21/10/2021,0.646,0.951,0.704,0.685,40.7,32.15,38.25,37.6,40,Mion,9.64613,-0.25423,1.5,400,Grain filling,
7018ALH,21/10/2021,0.303,0.957,0.601,0.41,28.5,40,45,33.4,35.3,Mion,9.64703,-0.25554,2,500,Grain filling,
7019ZOR,21/10/2021,1.34,0.802,1.29,0.688,26.4,28.7,43.8,19.1,16.7,Tamale,,,5,700,Grain filling,
1029ZIN,22/10/2021,1.41,1.05,1.51,1.23,11.15,14.7,32.25,21.45,34.1,Gushegu,9.61647,-0.58331,16,1500,Physiological maturity,Field is almost ready for harvesting
7068ZIN,22/10/2021,1.57,1.19,1.19,1.12,22.15,24.15,21.75,11.95,12.6,Gushegu,9.60037,-0.5661,2,1400,Grain filling,High  incidence of maize streak virus on the field
7069ZIN,22/10/2021,2.04,2.31,1.18,2.42,49.8,25.4,33.35,46.85,33,Gushegu,9.60346,-0.56982,2,900,Grain filling,High  incidence of maize streak virus on the field
7070ZIN,22/10/2021,0.629,0.562,0.842,0.592,41.75,10.6,32.45,29.45,29.8,Gushegu,9.60789,-0.56818,1.5,800,Grain filling,
7071ZIN,22/10/2021,1.45,1.32,1.24,2.13,46.25,23.55,41.95,33.3,46.4,Gushegu,9.60638,-0.5674,1,600,Grain filling,
7072ZIN,22/10/2021,1.05,2.39,0.752,2.26,22.1,18.05,16.15,23.15,26.5,Gushegu,9.60706,-0.56898,2,1000,Grain filling,High  incidence of maize streak virus on the field
7073ZIN,22/10/2021,0.777,1.09,1.5,1.47,19.15,19.5,20.05,18.85,32.45,Gushegu,9.61538,-0.56813,1.5,800,Grain filling,
7074ZIN,22/10/2021,1.28,0.464,1.2,0.607,39.55,36.35,39.05,50.15,30.85,Gushegu,9.61817,-0.56694,1.5,900,Grain filling,
1055ZIN,22/10/2021,0.884,1.48,2.05,0.975,24,15.75,26.6,22.35,34.2,Gushegu,9.614985,-0.57245,10,1300,Physiological maturity,
7010SAM,25/10/2021,0.856,0.423,2.92,0.885,23,21.95,12,11.1,16.95,Gushegu,9.7953,-0.3978,5,600,Physiological maturty,Field is ready for harvesting
7020YAM,25/10/2021,0.856,1.5,0.68,1.54,27.3,13.65,30.65,6.7,23.25,Gushegu,9.72289,-0.51229,105,1000,Physiological maturty,Field is ready for harvesting
7021YAM,25/10/2021,1.04,1.79,1.07,1.75,38.25,40.85,48.25,37.9,46.1,Gushegu,9.70065,-0.54129,4,1500,Grain filling,
1061ZIN,25/10/2021,0.279,1.91,1.27,3.21,41.95,14.45,16.2,4.65,49.6,Gushegu,9.62704,-0.55416,2,700,Grain filling,
1067ZIN,25/10/2021,1.27,0.881,0.755,0.322,11.95,14.6,12.6,13.15,8.6,Gushegu,9.62606,-0.55322,2,500,Grain filling,
1056ZIN,25/10/2021,0.567,1.66,0.881,0.657,19.05,20.75,11.85,26.85,8.9,Gushegu,9.60499,-0.56821,3,800,Physiological maturty,Field is ready for harvesting
7014SAM,25/10/2021,0.368,0.824,1.06,1.07,20.5,19.05,28.7,39.75,15.9,Gushegu,9.79256,-0.39505,1,500,Grain filling,
7015SAM,25/10/2021,0.693,0.766,1.45,0.893,13.65,9.9,20.45,12.4,14.55,Gushegu,9.78585,-0.39316,1.5,400,Physiological maturty,Field is ready for harvesting
7016SAM,25/10/2021,1.2,0.959,0.605,0.541,44.1,21.15,30.45,31.65,43.1,Gushegu,9.78442,-0.39488,2,500,Grain filling,
7017SAM,25/10/2021,1.09,0.726,0.446,0.757,23.65,21,23.25,29.1,38.9,Gushegu,9.81155,-0.3948,5,700,Grain filling,
7036FUU,26/10/2021,0.988,0.324,0.747,0.335,19.75,20.5,18.5,29.95,35.5,Salaga N,9.26862,-0.61104,1,400,cobbing,
7035FUU,26/10/2021,0.871,0.689,0.973,0.512,17.5,16.15,9.9,17.9,17.2,Salaga N,9.26734,-0.61419,1,500,Grain filling,
4020FUU,26/10/2021,1.2,0.37,0.396,0.666,23.3,11.05,12.05,25.55,18.8,Salaga N,9.26797,-0.61544,1,500,cobbing,
7034FUU,26/10/2021,,,,,,,,,,Salaga N,,,1,600,cobbing,Field has been intercropped with sorghum
7033FUU,26/10/2021,0.444,0.242,1.14,0.402,32.3,25.65,10.05,22.8,8.05,Salaga N,9.21888,-0.59834,1,600,cobbing,
7022FUU,26/10/2021,0.486,0.797,0.515,0.712,25.75,21.5,31.5,19.05,23.4,Salaga N,9.26453,-0.61591,2,500,cobbing,
3030TIN,26/10/2021,1.75,0.111,0.38,1.11,7.65,25.45,12.6,10.45,11.9,Nanton,9.57115,-0.69643,5,800,Physiological maturity,Field is dried and ready for harvesting
3014TIN,26/10/2021,,,,,,,,,,Nanton,9.57074,-0.69806,2,400,Physiological maturity,Field was harvested on Sunday
3028TIN,26/10/2021,,,,,,,,,,Nanton,9.56887,-0.69897,2,500,Physiological maturity,Field was harvested on Sunday
3075TAM,26/10/2021,0.59,0.25,0.65,0.548,6.85,15,15.8,18.25,15.85,Nanton,9.59514,-0.6634,1,700,Physiological maturity,Field is dried and ready for harvesting
3074TAM,26/10/2021,0.336,0.741,1.74,2.07,9.45,21.9,15.25,14.75,21.4,Nanton,9.58927,-0.6617,6,400,Physiological maturity,Field is dried and ready for harvesting
3080TAM,26/10/2021,0.39,0.824,0.441,0.365,9.1,10.8,18.05,22.3,6.1,Nanton,9.58207,-0.67153,2,600,Physiological maturity,Field is dried and ready for harvesting
5032TUG,27/10/2021,0.923,1.7,1.52,1.12,19.3,21.95,24.85,14.8,10.1,Tamale,9.36713,-0.62363,1,400,Grain filling,
5036TUG,27/10/2021,1.02,0.763,0.45,0.973,24.8,30,21,26.85,14.45,Tamale,9.36714,-0.62363,4,500,Physiological maturity,
5037TUG,27/10/2021,1.58,0.947,1.48,1.63,15.65,11.95,11.6,31,26.95,Tamale,9.37572,-0.60469,2,700,Physiological maturity,
5034TUG,27/10/2021,1.03,1.1,1.07,0.84,8.05,4.8,11.55,7.35,11.45,Tamale,9.38492,-0.59441,2,400,Physiological maturity,
5033TUG,27/10/2021,0.583,1.26,0.403,0.667,12.75,20.95,25.8,18.4,23.8,Tamale,9.38566,-0.59371,2,500,Physiological maturity,
5011LAB,27/10/2021,1.81,2.13,1.07,0.964,14.7,9.7,14.05,7.9,9.6,Tamale,9.43031,-0.59513,3,1000,Physiological maturity,
5012LAB,27/10/2021,0.811,1.12,0.872,0.508,21.4,15.65,9.9,16.65,15.95,Tamale,9.42625,-0.59964,3,600,Grain filling,
5014LAB,27/10/2021,0.683,0.747,0.484,0.501,21.8,20,17.6,17.95,26,Tamale,9.42672,-0.59772,2,500,Grain filling,
5002LAB,27/10/2021,2.05,0.874,0.712,0.912,19.35,8.8,17.8,9.35,21.6,Tamale,9.42403,-0.59613,5,400,Grain filling,
2053KPA,27/10/2021,0.628,0.587,0.44,1.07,22.1,25.85,16.2,32.3,34.4,Mion,9.40619,-0.51421,1,500,Physiological maturity,Field is dried
2050KPA,27/10/2021,1.63,0.468,1.33,2.76,25,11.55,17.75,8.1,8.1,Mion,9.40378,-0.51562,1,500,Physiological maturity,Field is dried
2048KPA,27/10/2021,,,,,,,,,,Mion,,,2,600,Tasseling/anthesis,Field has been destroyed by livestock so data for this week was not taken 
5016ZOR,27/10/2021,2.18,0.635,0.997,1.06,22.05,31.25,22.5,20.2,20.6,Tamale,9.37954,-0.67105,1,500,Grain filling,
5017ZOR,27/10/2021,1.24,0.574,0.548,1.39,27.85,31.4,41.15,13.1,18.8,Tamale,9.37925,-0.67317,1.5,500,Grain filling,
5057PAG,27/10/2021,1.91,1.01,0.795,1.42,20.3,20.6,27.4,23.45,33.8,Tamale,9.37758,-0.70848,1,800,Physiological maturity,Field is dried
7058CHE,28/10/2021,0.589,0.345,0.851,0.431,10.8,12.2,33.4,11.6,15.7,Mion,9.3452,-0.4773,5,600,Physiological Maturity,Field is dried 
7059CHE,28/10/2021,1.07,0.157,0.502,0.248,14,12.55,15,16.4,21.75,Mion,9.34617,-0.43769,105,1000,Physiological Maturity,Field is dried 
7061CHE,28/10/2021,1.33,0.853,1.23,1.36,16,11.7,14.35,18.2,27.25,Mion,9.3555,-0.43689,4,1500,Physiological Maturity,
7062CHE,28/10/2021,0.453,0.638,0.79,1.07,18.65,14.8,22.2,21.4,9.9,Mion,9.3572,-0.43756,2,700,Physiological Maturity,
7036SAN,28/10/2021,0.9,1.33,0.782,0.911,6.35,12.95,12.6,30.75,14.35,Mion,9.42024,-0.23413,2,500,Physiological Maturity,Field is dried 
2002ALH,28/10/2021,1.55,1.12,1.77,0.912,28.3,31.95,18.1,10.25,17,Mion,9.64778,-0.25213,3,800,Physiological Maturity,
7015ALH,28/10/2021,0.764,0.385,0.681,0.648,35.7,18.85,37.45,32.3,41.75,Mion,9.64564,-0.25194,1,500,Grain filling,
7016ALH,28/10/2021,0.41,0.612,0.347,1.05,33.9,32.55,14.95,21.6,36.7,Mion,9.64613,-0.25423,1.5,400,Grain filling,
7018ALH,28/10/2021,1.06,1.93,0.801,1.82,16.8,22,25.5,33.4,27,Mion,9.64703,-0.25554,2,500,Grain filling,
7019ZOR,28/10/2021,1.06,1.08,2.35,0.906,9.8,27.8,33.1,17.65,15.3,Tamale,,,5,700,Grain filling,
1029ZIN,29/10/2021,1.59,0.485,1.35,1.09,11.65,11.7,17,11.35,13.5,Gushegu,9.61647,-0.58331,16,1500,Physiological maturity,Field is dried and ready for harvesting
7068ZIN,29/10/2021,0.922,0.863,0.515,0.81,19.95,29,10.7,17.65,6.45,Gushegu,9.60037,-0.5661,2,1400,Grain filling,High  incidence of maize streak virus on the field
7069ZIN,29/10/2021,2.65,1.07,1.41,107,42,12,39.05,19.1,28.6,Gushegu,9.60346,-0.56982,2,900,Grain filling,High  incidence of maize streak virus on the field
7070ZIN,29/10/2021,0.567,0.652,0.588,0.482,35.1,11.5,29.35,22.3,26.3,Gushegu,9.60789,-0.56818,1.5,800,Grain filling,
7071ZIN,29/10/2021,1.55,1.67,1.13,2.02,16.25,12.85,15.95,14.55,14.55,Gushegu,9.60638,-0.5674,1,600,Grain filling,
7072ZIN,29/10/2021,2.14,2.16,1.38,0.893,36.9,32.55,42.3,25.55,42.15,Gushegu,9.60706,-0.56898,2,1000,Grain filling,High  incidence of maize streak virus on the field
7073ZIN,29/10/2021,1.08,0.986,0.529,0.993,15.6,16.5,20.9,12.3,20.9,Gushegu,9.61538,-0.56813,1.5,800,Grain filling,
7074ZIN,29/10/2021,0.991,0.217,0.999,0.926,35.9,10.85,22.1,48.35,28.25,Gushegu,9.61817,-0.56694,1.5,900,Grain filling,
1055ZIN,29/10/2021,0.731,1.01,1.17,0.686,20.6,10.3,11.6,14.2,28.8,Gushegu,9.614985,-0.57245,10,1300,Physiological maturity,Field is dried and ready for harvesting
7010SAM,11/01/2021,,,,,,,,,,Gushegu,9.7953,-0.3978,5,600,Physiological maturty,Field is ready for harvesting
7020YAM,11/01/2021,,,,,,,,,,Gushegu,9.72289,-0.51229,105,1000,Physiological maturty,Field is ready for harvesting
7021YAM,11/01/2021,,,,,,,,,,Gushegu,9.70065,-0.54129,4,1500,Physiological maturty,Field is ready for harvesting
1061ZIN,11/01/2021,0.287,0.267,0.408,0.677,13.1,22.75,8.1,15.25,30.4,Gushegu,9.62704,-0.55416,2,700,Physiological maturty,Field is ready for harvesting
1067ZIN,11/01/2021,0.986,0.492,0.277,0.426,7,13.3,12.4,8.7,9.15,Gushegu,9.62606,-0.55322,2,500,Physiological maturty,Field is ready for harvesting
1056ZIN,11/01/2021,,,,,,,,,,Gushegu,9.60499,-0.56821,3,800,Physiological maturty,Field is ready for harvesting
7014SAM,11/01/2021,0.35,0.586,1.15,1.86,13.65,9.7,18.4,29.4,13.55,Gushegu,9.79256,-0.39505,1,500,Physiological maturty,Field is ready for harvesting
7015SAM,11/01/2021,,,,,,,,,,Gushegu,9.78585,-0.39316,1.5,400,Physiological maturty,Field is ready for harvesting
7016SAM,11/01/2021,,,,,,,,,,Gushegu,9.78442,-0.39488,2,500,Physiological maturty,Field is ready for harvesting
7017SAM,11/01/2021,0.625,0.476,0.297,0.834,17.1,16.65,13.8,27.25,20.8,Gushegu,9.81155,-0.3948,5,700,Physiological maturty,Field is ready for harvesting
7036FUU,11/02/2021,0.684,0.584,0.589,0.645,26,19,26.9,23,25.5,Salaga N,9.26862,-0.61104,1,400,Grain filling,
7035FUU,11/02/2021,,,,,,,,,,Salaga N,9.26734,-0.61419,1,500,Physiological maturity,Field is dried and no was not taken this week
4020FUU,11/02/2021,0.285,0.277,0.497,0.526,15.8,6,11.15,13.65,23.1,Salaga N,9.26797,-0.61544,1,500,Grain filling,
7034FUU,11/02/2021,,,,,,,,,,Salaga N,,,1,600,Grain filling,Farmer inter-crop with sorghum so data was not taken
7033FUU,11/02/2021,0.622,0.45,1.31,0.643,24.8,14.95,10.75,9.05,4.85,Salaga N,9.21888,-0.59834,1,600,Grain filling,
7022FUU,11/02/2021,0.385,0.648,0.345,1.13,30.95,24,18.75,13.2,23.25,Salaga N,9.26453,-0.61591,2,500,Grain filling,
3030TIN,11/02/2021,,,,,,,,,,Nanton,9.57115,-0.69643,5,800,Physiological maturity,Field is dried and no was not taken this week
3014TIN,11/02/2021,,,,,,,,,,Nanton,9.57074,-0.69806,2,400,Physiological maturity,Field is dried and no was not taken this week
3028TIN,11/02/2021,,,,,,,,,,Nanton,9.56887,-0.69897,2,500,Physiological maturity,Field is dried and no was not taken this week
3075TAM,11/02/2021,,,,,,,,,,Nanton,9.59514,-0.6634,1,700,Physiological maturity,Field is dried and no was not taken this week
3074TAM,11/02/2021,,,,,,,,,,Nanton,9.58927,-0.6617,6,400,Physiological maturity,Field is dried and no was not taken this week
3080TAM,11/02/2021,,,,,,,,,,Nanton,9.58207,-0.67153,2,600,Physiological maturity,Field is dried and no was not taken this week
5032TUG,11/03/2021,,,,,,,,,,Tamale,9.36713,-0.62363,1,400,Physiological maturity,Field is dried and ready for harvesting
5036TUG,11/03/2021,0.983,0.494,0.149,1.41,15.65,15.7,15.65,13.95,19.05,Tamale,9.36714,-0.62363,4,500,Physiological maturity,Field is dried and ready for harvesting
5037TUG,11/03/2021,,,,,,,,,,Tamale,9.37572,-0.60469,2,700,Physiological maturity,Field is dried and ready for harvesting
5034TUG,11/03/2021,,,,,,,,,,Tamale,9.38492,-0.59441,2,400,Physiological maturity,Field is dried and ready for harvesting
5033TUG,11/03/2021,,,,,,,,,,Tamale,9.38566,-0.59371,2,500,Physiological maturity,Field is dried and ready for harvesting
5011LAB,11/03/2021,,,,,,,,,,Tamale,9.43031,-0.59513,3,1000,Physiological maturity,Field is dried and ready for harvesting
5012LAB,11/03/2021,,,,,,,,,,Tamale,9.42625,-0.59964,3,600,Physiological maturity,Field is dried and ready for harvesting
5014LAB,11/03/2021,,,,,,,,,,Tamale,9.42672,-0.59772,2,500,Physiological maturity,Field is dried and ready for harvesting
5002LAB,11/03/2021,0.8,0.69,1.18,0.39,24.7,10.85,7.15,12.25,15.4,Tamale,9.42403,-0.59613,5,400,Physiological maturity,Field is dried and ready for harvesting
2053KPA,11/03/2021,,,,,,,,,,Mion,9.40619,-0.51421,1,500,Physiological maturity,Field is dried and ready for harvesting
2050KPA,11/03/2021,,,,,,,,,,Mion,9.40378,-0.51562,1,500,Physiological maturity,Field is dried and ready for harvesting
2048KPA,11/03/2021,,,,,,,,,,Mion,,,2,600,Tasseling/anthesis,Field has been destroyed by livestock so data for this week was not taken 
5016ZOR,11/03/2021,1.5,0.618,1,0.69,9.45,27.35,21.8,18.6,19.2,Tamale,9.37954,-0.67105,1,500,Physiological maturity,Field is dried and ready for harvesting
5017ZOR,11/03/2021,0.772,0.798,0.511,1.13,18.25,24.85,18.9,15.25,14.75,Tamale,9.37925,-0.67317,1.5,500,Physiological maturity,Field is dried and ready for harvesting
5057PAG,11/03/2021,,,,,,,,,,Tamale,9.37758,-0.70848,1,800,Physiological maturity,Field is dried and ready for harvesting
7058CHE,11/04/2021,0.589,0.345,0.851,0.431,10.8,12.2,33.4,11.6,15.7,Mion,9.3452,-0.4773,5,600,Physiological Maturity,Field is dried 
7059CHE,11/04/2021,1.07,0.157,0.502,0.248,14,12.55,15,16.4,21.75,Mion,9.34617,-0.43769,105,1000,Physiological Maturity,Field is dried 
7061CHE,11/04/2021,1.33,0.853,1.23,1.36,16,11.7,14.35,18.2,27.25,Mion,9.3555,-0.43689,4,1500,Physiological Maturity,
7062CHE,11/04/2021,0.453,0.638,0.79,1.07,18.65,14.8,22.2,21.4,9.9,Mion,9.3572,-0.43756,2,700,Physiological Maturity,
7036SAN,11/04/2021,0.9,1.33,0.782,0.911,6.35,12.95,12.6,30.75,14.35,Mion,9.42024,-0.23413,2,500,Physiological Maturity,Field is dried 
2002ALH,11/04/2021,1.55,1.12,1.77,0.912,28.3,31.95,18.1,10.25,17,Mion,9.64778,-0.25213,3,800,Physiological Maturity,
7015ALH,11/04/2021,0.764,0.385,0.681,0.648,35.7,18.85,37.45,32.3,41.75,Mion,9.64564,-0.25194,1,500,Grain filling,
7016ALH,11/04/2021,0.41,0.612,0.347,1.05,33.9,32.55,14.95,21.6,36.7,Mion,9.64613,-0.25423,1.5,400,Grain filling,
7018ALH,11/04/2021,1.06,1.93,0.801,1.82,16.8,22,25.5,33.4,27,Mion,9.64703,-0.25554,2,500,Grain filling,
7019ZOR,11/04/2021,1.06,1.08,2.35,0.906,9.8,27.8,33.1,17.65,15.3,Tamale,,,5,700,Grain filling,
1029ZIN,11/05/2021,1.59,0.485,1.35,1.09,11.65,11.7,17,11.35,13.5,Gushegu,9.61647,-0.58331,16,1500,Physiological maturity,Field is dried and ready for harvesting
7068ZIN,11/05/2021,0.922,0.863,0.515,0.81,19.95,29,10.7,17.65,6.45,Gushegu,9.60037,-0.5661,2,1400,Grain filling,High  incidence of maize streak virus on the field
7069ZIN,11/05/2021,2.65,1.07,1.41,107,42,12,39.05,19.1,28.6,Gushegu,9.60346,-0.56982,2,900,Grain filling,High  incidence of maize streak virus on the field
7070ZIN,11/05/2021,0.567,0.652,0.588,0.482,35.1,11.5,29.35,22.3,26.3,Gushegu,9.60789,-0.56818,1.5,800,Grain filling,
7071ZIN,11/05/2021,1.55,1.67,1.13,2.02,16.25,12.85,15.95,14.55,14.55,Gushegu,9.60638,-0.5674,1,600,Grain filling,
7072ZIN,11/05/2021,2.14,2.16,1.38,0.893,36.9,32.55,42.3,25.55,42.15,Gushegu,9.60706,-0.56898,2,1000,Grain filling,High  incidence of maize streak virus on the field
7073ZIN,11/05/2021,1.08,0.986,0.529,0.993,15.6,16.5,20.9,12.3,420.9,Gushegu,9.61538,-0.56813,1.5,800,Grain filling,
7074ZIN,11/05/2021,0.991,0.217,0.999,0.926,35.9,10.85,22.1,48.35,28.25,Gushegu,9.61817,-0.56694,1.5,900,Grain filling,
1055ZIN,11/05/2021,0.731,1.01,1.17,0.686,20.6,10.3,11.6,14.2,28.8,Gushegu,9.614985,-0.57245,10,1300,Physiological maturity,Field is dried and ready for harvesting
